filename,path,source,city,grid,split,data_type,terrain
DC_19_35_RGB.h5,data\GAMUS\images\train\DC_19_35_RGB.h5,GAMUS,DC,19_35,train,images,government_urban
DC_19_39_RGB.h5,data\GAMUS\images\train\DC_19_39_RGB.h5,GAMUS,DC,19_39,train,images,government_urban
DC_19_40_RGB.h5,data\GAMUS\images\train\DC_19_40_RGB.h5,GAMUS,DC,19_40,train,images,government_urban
DC_19_43_RGB.h5,data\GAMUS\images\train\DC_19_43_RGB.h5,GAMUS,DC,19_43,train,images,government_urban
DC_20_06_RGB.h5,data\GAMUS\images\train\DC_20_06_RGB.h5,GAMUS,DC,20_06,train,images,government_urban
DC_20_10_RGB.h5,data\GAMUS\images\train\DC_20_10_RGB.h5,GAMUS,DC,20_10,train,images,government_urban
DC_20_16_RGB.h5,data\GAMUS\images\train\DC_20_16_RGB.h5,GAMUS,DC,20_16,train,images,government_urban
DC_20_17_RGB.h5,data\GAMUS\images\train\DC_20_17_RGB.h5,GAMUS,DC,20_17,train,images,government_urban
DC_20_21_RGB.h5,data\GAMUS\images\train\DC_20_21_RGB.h5,GAMUS,DC,20_21,train,images,government_urban
DC_20_22_RGB.h5,data\GAMUS\images\train\DC_20_22_RGB.h5,GAMUS,DC,20_22,train,images,government_urban
DC_20_24_RGB.h5,data\GAMUS\images\train\DC_20_24_RGB.h5,GAMUS,DC,20_24,train,images,government_urban
DC_20_26_RGB.h5,data\GAMUS\images\train\DC_20_26_RGB.h5,GAMUS,DC,20_26,train,images,government_urban
DC_20_27_RGB.h5,data\GAMUS\images\train\DC_20_27_RGB.h5,GAMUS,DC,20_27,train,images,government_urban
DC_20_30_RGB.h5,data\GAMUS\images\train\DC_20_30_RGB.h5,GAMUS,DC,20_30,train,images,government_urban
DC_20_32_RGB.h5,data\GAMUS\images\train\DC_20_32_RGB.h5,GAMUS,DC,20_32,train,images,government_urban
DC_20_34_RGB.h5,data\GAMUS\images\train\DC_20_34_RGB.h5,GAMUS,DC,20_34,train,images,government_urban
DC_20_35_RGB.h5,data\GAMUS\images\train\DC_20_35_RGB.h5,GAMUS,DC,20_35,train,images,government_urban
DC_20_39_RGB.h5,data\GAMUS\images\train\DC_20_39_RGB.h5,GAMUS,DC,20_39,train,images,government_urban
DC_20_41_RGB.h5,data\GAMUS\images\train\DC_20_41_RGB.h5,GAMUS,DC,20_41,train,images,government_urban
DC_20_42_RGB.h5,data\GAMUS\images\train\DC_20_42_RGB.h5,GAMUS,DC,20_42,train,images,government_urban
DC_20_44_RGB.h5,data\GAMUS\images\train\DC_20_44_RGB.h5,GAMUS,DC,20_44,train,images,government_urban
DC_21_06_RGB.h5,data\GAMUS\images\train\DC_21_06_RGB.h5,GAMUS,DC,21_06,train,images,government_urban
DC_21_09_RGB.h5,data\GAMUS\images\train\DC_21_09_RGB.h5,GAMUS,DC,21_09,train,images,government_urban
DC_21_12_RGB.h5,data\GAMUS\images\train\DC_21_12_RGB.h5,GAMUS,DC,21_12,train,images,government_urban
DC_21_14_RGB.h5,data\GAMUS\images\train\DC_21_14_RGB.h5,GAMUS,DC,21_14,train,images,government_urban
DC_21_15_RGB.h5,data\GAMUS\images\train\DC_21_15_RGB.h5,GAMUS,DC,21_15,train,images,government_urban
DC_21_18_RGB.h5,data\GAMUS\images\train\DC_21_18_RGB.h5,GAMUS,DC,21_18,train,images,government_urban
DC_21_20_RGB.h5,data\GAMUS\images\train\DC_21_20_RGB.h5,GAMUS,DC,21_20,train,images,government_urban
DC_21_21_RGB.h5,data\GAMUS\images\train\DC_21_21_RGB.h5,GAMUS,DC,21_21,train,images,government_urban
DC_21_23_RGB.h5,data\GAMUS\images\train\DC_21_23_RGB.h5,GAMUS,DC,21_23,train,images,government_urban
DC_21_25_RGB.h5,data\GAMUS\images\train\DC_21_25_RGB.h5,GAMUS,DC,21_25,train,images,government_urban
DC_21_28_RGB.h5,data\GAMUS\images\train\DC_21_28_RGB.h5,GAMUS,DC,21_28,train,images,government_urban
DC_21_30_RGB.h5,data\GAMUS\images\train\DC_21_30_RGB.h5,GAMUS,DC,21_30,train,images,government_urban
DC_21_31_RGB.h5,data\GAMUS\images\train\DC_21_31_RGB.h5,GAMUS,DC,21_31,train,images,government_urban
DC_21_36_RGB.h5,data\GAMUS\images\train\DC_21_36_RGB.h5,GAMUS,DC,21_36,train,images,government_urban
DC_21_37_RGB.h5,data\GAMUS\images\train\DC_21_37_RGB.h5,GAMUS,DC,21_37,train,images,government_urban
DC_21_38_RGB.h5,data\GAMUS\images\train\DC_21_38_RGB.h5,GAMUS,DC,21_38,train,images,government_urban
DC_21_39_RGB.h5,data\GAMUS\images\train\DC_21_39_RGB.h5,GAMUS,DC,21_39,train,images,government_urban
DC_21_41_RGB.h5,data\GAMUS\images\train\DC_21_41_RGB.h5,GAMUS,DC,21_41,train,images,government_urban
DC_21_42_RGB.h5,data\GAMUS\images\train\DC_21_42_RGB.h5,GAMUS,DC,21_42,train,images,government_urban
DC_21_43_RGB.h5,data\GAMUS\images\train\DC_21_43_RGB.h5,GAMUS,DC,21_43,train,images,government_urban
DC_21_45_RGB.h5,data\GAMUS\images\train\DC_21_45_RGB.h5,GAMUS,DC,21_45,train,images,government_urban
DC_21_46_RGB.h5,data\GAMUS\images\train\DC_21_46_RGB.h5,GAMUS,DC,21_46,train,images,government_urban
DC_22_05_RGB.h5,data\GAMUS\images\train\DC_22_05_RGB.h5,GAMUS,DC,22_05,train,images,government_urban
DC_22_06_RGB.h5,data\GAMUS\images\train\DC_22_06_RGB.h5,GAMUS,DC,22_06,train,images,government_urban
DC_22_08_RGB.h5,data\GAMUS\images\train\DC_22_08_RGB.h5,GAMUS,DC,22_08,train,images,government_urban
DC_22_10_RGB.h5,data\GAMUS\images\train\DC_22_10_RGB.h5,GAMUS,DC,22_10,train,images,government_urban
DC_22_11_RGB.h5,data\GAMUS\images\train\DC_22_11_RGB.h5,GAMUS,DC,22_11,train,images,government_urban
DC_22_12_RGB.h5,data\GAMUS\images\train\DC_22_12_RGB.h5,GAMUS,DC,22_12,train,images,government_urban
DC_22_13_RGB.h5,data\GAMUS\images\train\DC_22_13_RGB.h5,GAMUS,DC,22_13,train,images,government_urban
DC_22_15_RGB.h5,data\GAMUS\images\train\DC_22_15_RGB.h5,GAMUS,DC,22_15,train,images,government_urban
DC_22_16_RGB.h5,data\GAMUS\images\train\DC_22_16_RGB.h5,GAMUS,DC,22_16,train,images,government_urban
DC_22_19_RGB.h5,data\GAMUS\images\train\DC_22_19_RGB.h5,GAMUS,DC,22_19,train,images,government_urban
DC_22_22_RGB.h5,data\GAMUS\images\train\DC_22_22_RGB.h5,GAMUS,DC,22_22,train,images,government_urban
DC_22_23_RGB.h5,data\GAMUS\images\train\DC_22_23_RGB.h5,GAMUS,DC,22_23,train,images,government_urban
DC_22_27_RGB.h5,data\GAMUS\images\train\DC_22_27_RGB.h5,GAMUS,DC,22_27,train,images,government_urban
DC_22_28_RGB.h5,data\GAMUS\images\train\DC_22_28_RGB.h5,GAMUS,DC,22_28,train,images,government_urban
DC_22_30_RGB.h5,data\GAMUS\images\train\DC_22_30_RGB.h5,GAMUS,DC,22_30,train,images,government_urban
DC_22_31_RGB.h5,data\GAMUS\images\train\DC_22_31_RGB.h5,GAMUS,DC,22_31,train,images,government_urban
DC_22_33_RGB.h5,data\GAMUS\images\train\DC_22_33_RGB.h5,GAMUS,DC,22_33,train,images,government_urban
DC_22_34_RGB.h5,data\GAMUS\images\train\DC_22_34_RGB.h5,GAMUS,DC,22_34,train,images,government_urban
DC_22_35_RGB.h5,data\GAMUS\images\train\DC_22_35_RGB.h5,GAMUS,DC,22_35,train,images,government_urban
DC_22_36_RGB.h5,data\GAMUS\images\train\DC_22_36_RGB.h5,GAMUS,DC,22_36,train,images,government_urban
DC_22_37_RGB.h5,data\GAMUS\images\train\DC_22_37_RGB.h5,GAMUS,DC,22_37,train,images,government_urban
DC_22_39_RGB.h5,data\GAMUS\images\train\DC_22_39_RGB.h5,GAMUS,DC,22_39,train,images,government_urban
DC_22_40_RGB.h5,data\GAMUS\images\train\DC_22_40_RGB.h5,GAMUS,DC,22_40,train,images,government_urban
DC_22_41_RGB.h5,data\GAMUS\images\train\DC_22_41_RGB.h5,GAMUS,DC,22_41,train,images,government_urban
DC_22_43_RGB.h5,data\GAMUS\images\train\DC_22_43_RGB.h5,GAMUS,DC,22_43,train,images,government_urban
DC_22_44_RGB.h5,data\GAMUS\images\train\DC_22_44_RGB.h5,GAMUS,DC,22_44,train,images,government_urban
DC_22_46_RGB.h5,data\GAMUS\images\train\DC_22_46_RGB.h5,GAMUS,DC,22_46,train,images,government_urban
DC_23_03_RGB.h5,data\GAMUS\images\train\DC_23_03_RGB.h5,GAMUS,DC,23_03,train,images,government_urban
DC_23_07_RGB.h5,data\GAMUS\images\train\DC_23_07_RGB.h5,GAMUS,DC,23_07,train,images,government_urban
DC_23_08_RGB.h5,data\GAMUS\images\train\DC_23_08_RGB.h5,GAMUS,DC,23_08,train,images,government_urban
DC_23_10_RGB.h5,data\GAMUS\images\train\DC_23_10_RGB.h5,GAMUS,DC,23_10,train,images,government_urban
DC_23_11_RGB.h5,data\GAMUS\images\train\DC_23_11_RGB.h5,GAMUS,DC,23_11,train,images,government_urban
DC_23_12_RGB.h5,data\GAMUS\images\train\DC_23_12_RGB.h5,GAMUS,DC,23_12,train,images,government_urban
DC_23_13_RGB.h5,data\GAMUS\images\train\DC_23_13_RGB.h5,GAMUS,DC,23_13,train,images,government_urban
DC_23_15_RGB.h5,data\GAMUS\images\train\DC_23_15_RGB.h5,GAMUS,DC,23_15,train,images,government_urban
DC_23_16_RGB.h5,data\GAMUS\images\train\DC_23_16_RGB.h5,GAMUS,DC,23_16,train,images,government_urban
DC_23_17_RGB.h5,data\GAMUS\images\train\DC_23_17_RGB.h5,GAMUS,DC,23_17,train,images,government_urban
DC_23_18_RGB.h5,data\GAMUS\images\train\DC_23_18_RGB.h5,GAMUS,DC,23_18,train,images,government_urban
DC_23_19_RGB.h5,data\GAMUS\images\train\DC_23_19_RGB.h5,GAMUS,DC,23_19,train,images,government_urban
DC_23_20_RGB.h5,data\GAMUS\images\train\DC_23_20_RGB.h5,GAMUS,DC,23_20,train,images,government_urban
DC_23_22_RGB.h5,data\GAMUS\images\train\DC_23_22_RGB.h5,GAMUS,DC,23_22,train,images,government_urban
DC_23_23_RGB.h5,data\GAMUS\images\train\DC_23_23_RGB.h5,GAMUS,DC,23_23,train,images,government_urban
DC_23_28_RGB.h5,data\GAMUS\images\train\DC_23_28_RGB.h5,GAMUS,DC,23_28,train,images,government_urban
DC_23_29_RGB.h5,data\GAMUS\images\train\DC_23_29_RGB.h5,GAMUS,DC,23_29,train,images,government_urban
DC_23_30_RGB.h5,data\GAMUS\images\train\DC_23_30_RGB.h5,GAMUS,DC,23_30,train,images,government_urban
DC_23_32_RGB.h5,data\GAMUS\images\train\DC_23_32_RGB.h5,GAMUS,DC,23_32,train,images,government_urban
DC_23_33_RGB.h5,data\GAMUS\images\train\DC_23_33_RGB.h5,GAMUS,DC,23_33,train,images,government_urban
DC_23_34_RGB.h5,data\GAMUS\images\train\DC_23_34_RGB.h5,GAMUS,DC,23_34,train,images,government_urban
DC_23_35_RGB.h5,data\GAMUS\images\train\DC_23_35_RGB.h5,GAMUS,DC,23_35,train,images,government_urban
DC_23_36_RGB.h5,data\GAMUS\images\train\DC_23_36_RGB.h5,GAMUS,DC,23_36,train,images,government_urban
DC_23_37_RGB.h5,data\GAMUS\images\train\DC_23_37_RGB.h5,GAMUS,DC,23_37,train,images,government_urban
DC_23_38_RGB.h5,data\GAMUS\images\train\DC_23_38_RGB.h5,GAMUS,DC,23_38,train,images,government_urban
DC_23_39_RGB.h5,data\GAMUS\images\train\DC_23_39_RGB.h5,GAMUS,DC,23_39,train,images,government_urban
DC_23_40_RGB.h5,data\GAMUS\images\train\DC_23_40_RGB.h5,GAMUS,DC,23_40,train,images,government_urban
DC_23_41_RGB.h5,data\GAMUS\images\train\DC_23_41_RGB.h5,GAMUS,DC,23_41,train,images,government_urban
DC_23_42_RGB.h5,data\GAMUS\images\train\DC_23_42_RGB.h5,GAMUS,DC,23_42,train,images,government_urban
DC_23_43_RGB.h5,data\GAMUS\images\train\DC_23_43_RGB.h5,GAMUS,DC,23_43,train,images,government_urban
DC_23_44_RGB.h5,data\GAMUS\images\train\DC_23_44_RGB.h5,GAMUS,DC,23_44,train,images,government_urban
DC_23_46_RGB.h5,data\GAMUS\images\train\DC_23_46_RGB.h5,GAMUS,DC,23_46,train,images,government_urban
DC_23_47_RGB.h5,data\GAMUS\images\train\DC_23_47_RGB.h5,GAMUS,DC,23_47,train,images,government_urban
DC_24_03_RGB.h5,data\GAMUS\images\train\DC_24_03_RGB.h5,GAMUS,DC,24_03,train,images,government_urban
DC_24_04_RGB.h5,data\GAMUS\images\train\DC_24_04_RGB.h5,GAMUS,DC,24_04,train,images,government_urban
DC_24_05_RGB.h5,data\GAMUS\images\train\DC_24_05_RGB.h5,GAMUS,DC,24_05,train,images,government_urban
DC_24_06_RGB.h5,data\GAMUS\images\train\DC_24_06_RGB.h5,GAMUS,DC,24_06,train,images,government_urban
DC_24_08_RGB.h5,data\GAMUS\images\train\DC_24_08_RGB.h5,GAMUS,DC,24_08,train,images,government_urban
DC_24_10_RGB.h5,data\GAMUS\images\train\DC_24_10_RGB.h5,GAMUS,DC,24_10,train,images,government_urban
DC_24_11_RGB.h5,data\GAMUS\images\train\DC_24_11_RGB.h5,GAMUS,DC,24_11,train,images,government_urban
DC_24_12_RGB.h5,data\GAMUS\images\train\DC_24_12_RGB.h5,GAMUS,DC,24_12,train,images,government_urban
DC_24_13_RGB.h5,data\GAMUS\images\train\DC_24_13_RGB.h5,GAMUS,DC,24_13,train,images,government_urban
DC_24_15_RGB.h5,data\GAMUS\images\train\DC_24_15_RGB.h5,GAMUS,DC,24_15,train,images,government_urban
DC_24_17_RGB.h5,data\GAMUS\images\train\DC_24_17_RGB.h5,GAMUS,DC,24_17,train,images,government_urban
DC_24_18_RGB.h5,data\GAMUS\images\train\DC_24_18_RGB.h5,GAMUS,DC,24_18,train,images,government_urban
DC_24_20_RGB.h5,data\GAMUS\images\train\DC_24_20_RGB.h5,GAMUS,DC,24_20,train,images,government_urban
DC_24_21_RGB.h5,data\GAMUS\images\train\DC_24_21_RGB.h5,GAMUS,DC,24_21,train,images,government_urban
DC_24_24_RGB.h5,data\GAMUS\images\train\DC_24_24_RGB.h5,GAMUS,DC,24_24,train,images,government_urban
DC_24_27_RGB.h5,data\GAMUS\images\train\DC_24_27_RGB.h5,GAMUS,DC,24_27,train,images,government_urban
DC_24_28_RGB.h5,data\GAMUS\images\train\DC_24_28_RGB.h5,GAMUS,DC,24_28,train,images,government_urban
DC_24_30_RGB.h5,data\GAMUS\images\train\DC_24_30_RGB.h5,GAMUS,DC,24_30,train,images,government_urban
DC_24_31_RGB.h5,data\GAMUS\images\train\DC_24_31_RGB.h5,GAMUS,DC,24_31,train,images,government_urban
DC_24_32_RGB.h5,data\GAMUS\images\train\DC_24_32_RGB.h5,GAMUS,DC,24_32,train,images,government_urban
DC_24_36_RGB.h5,data\GAMUS\images\train\DC_24_36_RGB.h5,GAMUS,DC,24_36,train,images,government_urban
DC_24_37_RGB.h5,data\GAMUS\images\train\DC_24_37_RGB.h5,GAMUS,DC,24_37,train,images,government_urban
DC_24_38_RGB.h5,data\GAMUS\images\train\DC_24_38_RGB.h5,GAMUS,DC,24_38,train,images,government_urban
DC_24_39_RGB.h5,data\GAMUS\images\train\DC_24_39_RGB.h5,GAMUS,DC,24_39,train,images,government_urban
DC_24_40_RGB.h5,data\GAMUS\images\train\DC_24_40_RGB.h5,GAMUS,DC,24_40,train,images,government_urban
DC_24_41_RGB.h5,data\GAMUS\images\train\DC_24_41_RGB.h5,GAMUS,DC,24_41,train,images,government_urban
DC_24_42_RGB.h5,data\GAMUS\images\train\DC_24_42_RGB.h5,GAMUS,DC,24_42,train,images,government_urban
DC_24_43_RGB.h5,data\GAMUS\images\train\DC_24_43_RGB.h5,GAMUS,DC,24_43,train,images,government_urban
DC_24_44_RGB.h5,data\GAMUS\images\train\DC_24_44_RGB.h5,GAMUS,DC,24_44,train,images,government_urban
DC_24_45_RGB.h5,data\GAMUS\images\train\DC_24_45_RGB.h5,GAMUS,DC,24_45,train,images,government_urban
DC_24_46_RGB.h5,data\GAMUS\images\train\DC_24_46_RGB.h5,GAMUS,DC,24_46,train,images,government_urban
DC_24_48_RGB.h5,data\GAMUS\images\train\DC_24_48_RGB.h5,GAMUS,DC,24_48,train,images,government_urban
DC_25_03_RGB.h5,data\GAMUS\images\train\DC_25_03_RGB.h5,GAMUS,DC,25_03,train,images,government_urban
DC_25_04_RGB.h5,data\GAMUS\images\train\DC_25_04_RGB.h5,GAMUS,DC,25_04,train,images,government_urban
DC_25_06_RGB.h5,data\GAMUS\images\train\DC_25_06_RGB.h5,GAMUS,DC,25_06,train,images,government_urban
DC_25_08_RGB.h5,data\GAMUS\images\train\DC_25_08_RGB.h5,GAMUS,DC,25_08,train,images,government_urban
DC_25_10_RGB.h5,data\GAMUS\images\train\DC_25_10_RGB.h5,GAMUS,DC,25_10,train,images,government_urban
DC_25_11_RGB.h5,data\GAMUS\images\train\DC_25_11_RGB.h5,GAMUS,DC,25_11,train,images,government_urban
DC_25_12_RGB.h5,data\GAMUS\images\train\DC_25_12_RGB.h5,GAMUS,DC,25_12,train,images,government_urban
DC_25_13_RGB.h5,data\GAMUS\images\train\DC_25_13_RGB.h5,GAMUS,DC,25_13,train,images,government_urban
DC_25_14_RGB.h5,data\GAMUS\images\train\DC_25_14_RGB.h5,GAMUS,DC,25_14,train,images,government_urban
DC_25_16_RGB.h5,data\GAMUS\images\train\DC_25_16_RGB.h5,GAMUS,DC,25_16,train,images,government_urban
DC_25_17_RGB.h5,data\GAMUS\images\train\DC_25_17_RGB.h5,GAMUS,DC,25_17,train,images,government_urban
DC_25_18_RGB.h5,data\GAMUS\images\train\DC_25_18_RGB.h5,GAMUS,DC,25_18,train,images,government_urban
DC_25_19_RGB.h5,data\GAMUS\images\train\DC_25_19_RGB.h5,GAMUS,DC,25_19,train,images,government_urban
DC_25_20_RGB.h5,data\GAMUS\images\train\DC_25_20_RGB.h5,GAMUS,DC,25_20,train,images,government_urban
DC_25_21_RGB.h5,data\GAMUS\images\train\DC_25_21_RGB.h5,GAMUS,DC,25_21,train,images,government_urban
DC_25_26_RGB.h5,data\GAMUS\images\train\DC_25_26_RGB.h5,GAMUS,DC,25_26,train,images,government_urban
DC_25_29_RGB.h5,data\GAMUS\images\train\DC_25_29_RGB.h5,GAMUS,DC,25_29,train,images,government_urban
DC_25_30_RGB.h5,data\GAMUS\images\train\DC_25_30_RGB.h5,GAMUS,DC,25_30,train,images,government_urban
DC_25_31_RGB.h5,data\GAMUS\images\train\DC_25_31_RGB.h5,GAMUS,DC,25_31,train,images,government_urban
DC_25_32_RGB.h5,data\GAMUS\images\train\DC_25_32_RGB.h5,GAMUS,DC,25_32,train,images,government_urban
DC_25_34_RGB.h5,data\GAMUS\images\train\DC_25_34_RGB.h5,GAMUS,DC,25_34,train,images,government_urban
DC_25_37_RGB.h5,data\GAMUS\images\train\DC_25_37_RGB.h5,GAMUS,DC,25_37,train,images,government_urban
DC_25_39_RGB.h5,data\GAMUS\images\train\DC_25_39_RGB.h5,GAMUS,DC,25_39,train,images,government_urban
DC_25_40_RGB.h5,data\GAMUS\images\train\DC_25_40_RGB.h5,GAMUS,DC,25_40,train,images,government_urban
DC_25_41_RGB.h5,data\GAMUS\images\train\DC_25_41_RGB.h5,GAMUS,DC,25_41,train,images,government_urban
DC_25_44_RGB.h5,data\GAMUS\images\train\DC_25_44_RGB.h5,GAMUS,DC,25_44,train,images,government_urban
DC_25_45_RGB.h5,data\GAMUS\images\train\DC_25_45_RGB.h5,GAMUS,DC,25_45,train,images,government_urban
DC_25_47_RGB.h5,data\GAMUS\images\train\DC_25_47_RGB.h5,GAMUS,DC,25_47,train,images,government_urban
DC_25_48_RGB.h5,data\GAMUS\images\train\DC_25_48_RGB.h5,GAMUS,DC,25_48,train,images,government_urban
DC_25_49_RGB.h5,data\GAMUS\images\train\DC_25_49_RGB.h5,GAMUS,DC,25_49,train,images,government_urban
DC_26_03_RGB.h5,data\GAMUS\images\train\DC_26_03_RGB.h5,GAMUS,DC,26_03,train,images,government_urban
DC_26_04_RGB.h5,data\GAMUS\images\train\DC_26_04_RGB.h5,GAMUS,DC,26_04,train,images,government_urban
DC_26_06_RGB.h5,data\GAMUS\images\train\DC_26_06_RGB.h5,GAMUS,DC,26_06,train,images,government_urban
DC_26_07_RGB.h5,data\GAMUS\images\train\DC_26_07_RGB.h5,GAMUS,DC,26_07,train,images,government_urban
DC_26_09_RGB.h5,data\GAMUS\images\train\DC_26_09_RGB.h5,GAMUS,DC,26_09,train,images,government_urban
DC_26_10_RGB.h5,data\GAMUS\images\train\DC_26_10_RGB.h5,GAMUS,DC,26_10,train,images,government_urban
DC_26_11_RGB.h5,data\GAMUS\images\train\DC_26_11_RGB.h5,GAMUS,DC,26_11,train,images,government_urban
DC_26_12_RGB.h5,data\GAMUS\images\train\DC_26_12_RGB.h5,GAMUS,DC,26_12,train,images,government_urban
DC_26_14_RGB.h5,data\GAMUS\images\train\DC_26_14_RGB.h5,GAMUS,DC,26_14,train,images,government_urban
DC_26_15_RGB.h5,data\GAMUS\images\train\DC_26_15_RGB.h5,GAMUS,DC,26_15,train,images,government_urban
DC_26_16_RGB.h5,data\GAMUS\images\train\DC_26_16_RGB.h5,GAMUS,DC,26_16,train,images,government_urban
DC_26_17_RGB.h5,data\GAMUS\images\train\DC_26_17_RGB.h5,GAMUS,DC,26_17,train,images,government_urban
DC_26_18_RGB.h5,data\GAMUS\images\train\DC_26_18_RGB.h5,GAMUS,DC,26_18,train,images,government_urban
DC_26_19_RGB.h5,data\GAMUS\images\train\DC_26_19_RGB.h5,GAMUS,DC,26_19,train,images,government_urban
DC_26_22_RGB.h5,data\GAMUS\images\train\DC_26_22_RGB.h5,GAMUS,DC,26_22,train,images,government_urban
DC_26_23_RGB.h5,data\GAMUS\images\train\DC_26_23_RGB.h5,GAMUS,DC,26_23,train,images,government_urban
DC_26_24_RGB.h5,data\GAMUS\images\train\DC_26_24_RGB.h5,GAMUS,DC,26_24,train,images,government_urban
DC_26_25_RGB.h5,data\GAMUS\images\train\DC_26_25_RGB.h5,GAMUS,DC,26_25,train,images,government_urban
DC_26_27_RGB.h5,data\GAMUS\images\train\DC_26_27_RGB.h5,GAMUS,DC,26_27,train,images,government_urban
DC_26_28_RGB.h5,data\GAMUS\images\train\DC_26_28_RGB.h5,GAMUS,DC,26_28,train,images,government_urban
DC_26_29_RGB.h5,data\GAMUS\images\train\DC_26_29_RGB.h5,GAMUS,DC,26_29,train,images,government_urban
DC_26_30_RGB.h5,data\GAMUS\images\train\DC_26_30_RGB.h5,GAMUS,DC,26_30,train,images,government_urban
DC_26_31_RGB.h5,data\GAMUS\images\train\DC_26_31_RGB.h5,GAMUS,DC,26_31,train,images,government_urban
DC_26_32_RGB.h5,data\GAMUS\images\train\DC_26_32_RGB.h5,GAMUS,DC,26_32,train,images,government_urban
DC_26_33_RGB.h5,data\GAMUS\images\train\DC_26_33_RGB.h5,GAMUS,DC,26_33,train,images,government_urban
DC_26_34_RGB.h5,data\GAMUS\images\train\DC_26_34_RGB.h5,GAMUS,DC,26_34,train,images,government_urban
DC_26_37_RGB.h5,data\GAMUS\images\train\DC_26_37_RGB.h5,GAMUS,DC,26_37,train,images,government_urban
DC_26_38_RGB.h5,data\GAMUS\images\train\DC_26_38_RGB.h5,GAMUS,DC,26_38,train,images,government_urban
DC_26_40_RGB.h5,data\GAMUS\images\train\DC_26_40_RGB.h5,GAMUS,DC,26_40,train,images,government_urban
DC_26_41_RGB.h5,data\GAMUS\images\train\DC_26_41_RGB.h5,GAMUS,DC,26_41,train,images,government_urban
DC_26_42_RGB.h5,data\GAMUS\images\train\DC_26_42_RGB.h5,GAMUS,DC,26_42,train,images,government_urban
DC_26_43_RGB.h5,data\GAMUS\images\train\DC_26_43_RGB.h5,GAMUS,DC,26_43,train,images,government_urban
DC_26_44_RGB.h5,data\GAMUS\images\train\DC_26_44_RGB.h5,GAMUS,DC,26_44,train,images,government_urban
DC_26_46_RGB.h5,data\GAMUS\images\train\DC_26_46_RGB.h5,GAMUS,DC,26_46,train,images,government_urban
DC_26_48_RGB.h5,data\GAMUS\images\train\DC_26_48_RGB.h5,GAMUS,DC,26_48,train,images,government_urban
DC_26_49_RGB.h5,data\GAMUS\images\train\DC_26_49_RGB.h5,GAMUS,DC,26_49,train,images,government_urban
DC_26_50_RGB.h5,data\GAMUS\images\train\DC_26_50_RGB.h5,GAMUS,DC,26_50,train,images,government_urban
DC_27_05_RGB.h5,data\GAMUS\images\train\DC_27_05_RGB.h5,GAMUS,DC,27_05,train,images,government_urban
DC_27_06_RGB.h5,data\GAMUS\images\train\DC_27_06_RGB.h5,GAMUS,DC,27_06,train,images,government_urban
DC_27_07_RGB.h5,data\GAMUS\images\train\DC_27_07_RGB.h5,GAMUS,DC,27_07,train,images,government_urban
DC_27_09_RGB.h5,data\GAMUS\images\train\DC_27_09_RGB.h5,GAMUS,DC,27_09,train,images,government_urban
DC_27_11_RGB.h5,data\GAMUS\images\train\DC_27_11_RGB.h5,GAMUS,DC,27_11,train,images,government_urban
DC_27_12_RGB.h5,data\GAMUS\images\train\DC_27_12_RGB.h5,GAMUS,DC,27_12,train,images,government_urban
DC_27_14_RGB.h5,data\GAMUS\images\train\DC_27_14_RGB.h5,GAMUS,DC,27_14,train,images,government_urban
DC_27_18_RGB.h5,data\GAMUS\images\train\DC_27_18_RGB.h5,GAMUS,DC,27_18,train,images,government_urban
DC_27_19_RGB.h5,data\GAMUS\images\train\DC_27_19_RGB.h5,GAMUS,DC,27_19,train,images,government_urban
DC_27_22_RGB.h5,data\GAMUS\images\train\DC_27_22_RGB.h5,GAMUS,DC,27_22,train,images,government_urban
DC_27_23_RGB.h5,data\GAMUS\images\train\DC_27_23_RGB.h5,GAMUS,DC,27_23,train,images,government_urban
DC_27_24_RGB.h5,data\GAMUS\images\train\DC_27_24_RGB.h5,GAMUS,DC,27_24,train,images,government_urban
DC_27_26_RGB.h5,data\GAMUS\images\train\DC_27_26_RGB.h5,GAMUS,DC,27_26,train,images,government_urban
DC_27_27_RGB.h5,data\GAMUS\images\train\DC_27_27_RGB.h5,GAMUS,DC,27_27,train,images,government_urban
DC_27_28_RGB.h5,data\GAMUS\images\train\DC_27_28_RGB.h5,GAMUS,DC,27_28,train,images,government_urban
DC_27_29_RGB.h5,data\GAMUS\images\train\DC_27_29_RGB.h5,GAMUS,DC,27_29,train,images,government_urban
DC_27_33_RGB.h5,data\GAMUS\images\train\DC_27_33_RGB.h5,GAMUS,DC,27_33,train,images,government_urban
DC_27_34_RGB.h5,data\GAMUS\images\train\DC_27_34_RGB.h5,GAMUS,DC,27_34,train,images,government_urban
